start_timestamp,end_timestamp,user_id,duration,start_time
1366086813,1366087741,u0,928,2013-04-16 04:33:33
1366088022,1366089424,u0,1402,2013-04-16 04:53:42
1366089925,1366090399,u0,474,2013-04-16 05:25:25
1366124765,1366128163,u0,3398,2013-04-16 15:06:05
1366128885,1366128995,u0,110,2013-04-16 16:14:45
1366129956,1366130037,u0,81,2013-04-16 16:32:36
1366130288,1366130388,u0,100,2013-04-16 16:38:08
1366135159,1366141361,u0,6202,2013-04-16 17:59:19
1366141592,1366142257,u0,665,2013-04-16 19:46:32
1366142478,1366143425,u0,947,2013-04-16 20:01:18
1366143927,1366144794,u0,867,2013-04-16 20:25:27
1366145015,1366145498,u0,483,2013-04-16 20:43:35
1366145969,1366146161,u0,192,2013-04-16 20:59:29
1366146382,1366152190,u0,5808,2013-04-16 21:06:22
1366158416,1366158456,u0,40,2013-04-17 00:26:56
1366158687,1366165797,u0,7110,2013-04-17 00:31:27
1366167210,1366167587,u0,377,2013-04-17 02:53:30
1366167818,1366168766,u0,948,2013-04-17 03:03:38
1366169017,1366169319,u0,302,2013-04-17 03:23:37
1366169329,1366169571,u0,242,2013-04-17 03:28:49
1366170293,1366170434,u0,141,2013-04-17 03:44:53
1366170645,1366171481,u0,836,2013-04-17 03:50:45
1366171742,1366172640,u0,898,2013-04-17 04:09:02
1366206784,1366206935,u0,151,2013-04-17 13:53:04
1366207447,1366208539,u0,1092,2013-04-17 14:04:07
1366208539,1366212351,u0,3812,2013-04-17 14:22:19
1366212571,1366217625,u0,5054,2013-04-17 15:29:31
1366217886,1366218109,u0,223,2013-04-17 16:58:06
1366218344,1366218426,u0,82,2013-04-17 17:05:44
1366218667,1366218727,u0,60,2013-04-17 17:11:07
1366220631,1366220954,u0,323,2013-04-17 17:43:51
1366223119,1366223189,u0,70,2013-04-17 18:25:19
1366223420,1366223511,u0,91,2013-04-17 18:30:20
1366224734,1366224865,u0,131,2013-04-17 18:52:14
1366227973,1366228094,u0,121,2013-04-17 19:46:13
1366228565,1366229059,u0,494,2013-04-17 19:56:05
1366229069,1366229130,u0,61,2013-04-17 20:04:29
